id,name,key_name,sort,m_category_id,p_reg,dry_air,wet_air,by_pass1,by_pass2,rot,diam,hub,spokes,area,thickn,process,pu1,reg,pu2,security_margin,coefficient,rotor,capacity,applied_area,model_type
5032,RF-192,RF-192,3740,1,250,22750,10000,0.3,0,30,1940,270,45,2.84,200,0.58,0.17,0.25,0,5,8,1,180.5,other,unit_selection
5033,RF-222,RF-222,3750,1,325,34000,13000,0.3,0,30,2190,270,42,3.6465,200,0.6,0.15,0.25,0,5,8,1,254.2,other,unit_selection
5034,RF-242,RF-242,3760,1,380,41000,15200,0.3,0,30,2450,360,42,4.353,200,0.6,0.15,0.25,0,5,8,1,306.3,other,unit_selection
5035,RLF-081 ,RLF-081 ,3770,1,24,3200,950,0.7,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.5,other,unit_selection
5036,RLF-082,RLF-082,3780,1,30,3500,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,8,1,25.1,other,unit_selection
5037,RLF-101,RLF-101,3790,1,42,7000,1750,0.7,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,34.8,other,unit_selection
5038,RLF-102,RLF-102,3800,1,66,8500,2750,0.7,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,52.6,other,unit_selection
5039,RLF-122,RLF-122,3810,1,112,15600,4700,0.7,0,25,1220,168,45,1.1102,200,0.7,0.05,0.25,0,5,8,1,90.4,other,unit_selection
5040,RLF-152,RLF-152,3820,1,158,16800,6300,0.7,0,25,1525,170,45,1.7599,200,0.7,0.05,0.25,0,5,8,1,120.4,other,unit_selection
5041,RLF-172,RLF-172,3830,1,200,20500,8000,0.7,0,25,1730,270,45,2.235,200,0.7,0.05,0.25,0,5,8,1,148.8,other,unit_selection
5042,RLF-192,RLF-192,3840,1,250,22750,10000,0.7,0,25,1940,270,45,2.84,200,0.7,0.05,0.25,0,5,8,1,177.4,other,unit_selection
5043,RLF-222,RLF-222,3850,1,325,34000,13000,0.7,0,25,2190,270,42,3.6465,200,0.7,0.05,0.25,0,5,8,1,245.7,other,unit_selection
5044,RLF-242,RLF-242,3860,1,380,41000,15200,0.7,0,25,2450,360,42,4.353,200,0.7,0.05,0.25,0,5,8,1,291.9,other,unit_selection
5045,RU-060 R,RU-060 R,3870,1,8,700,250,0,0,42,550,62,45,0.2176,50,0.58,0.18,0.24,0,5,6,2,4.5,other,unit_selection
5046,RU-061 R,RU-061 R,3880,1,12,1300,440,0,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,9.4,other,unit_selection
5047,RU-062 R,RU-062 R,3890,1,20,2300,750,0,0,42,550,144,45,0.2145,200,0.63,0.13,0.24,0,5,8,1,16.6,other,unit_selection
5048,RU-081 R,RU-081 R,3900,1,22,2200,950,0,0,46,770,144,45,0.4271,100,0.6,0.15,0.25,0,5,7,2,16.4,other,unit_selection
5049,RU-082 R,RU-082 R,3910,1,42,4400,1800,0,0,46,770,144,45,0.4271,200,0.6,0.15,0.25,0,5,8,1,32.4,other,unit_selection
5050,RU-101 R,RU-101 R,3920,1,42,4400,1600,0,0,37,965,144,45,0.6851,100,0.58,0.17,0.25,0,5,7,2,31.3,other,unit_selection
5051,RU-102 R,RU-102 R,3930,1,64,6800,2500,0,0,37,965,144,45,0.6851,200,0.58,0.17,0.25,0,5,8,1,50.8,other,unit_selection
5052,RU-104 R,RU-104 R,3940,1,64,9000,2500,0,0,20,965,144,45,0.6851,400,0.58,0.17,0.25,0,5,9,1,60.5,other,unit_selection
5053,RUF-122 R,RUF-122 R,3950,1,100,11000,3900,0,0,39,1220,168,45,1.1102,200,0.58,0.18,0.24,0,5,8,1,80.8,other,unit_selection
5054,RUF-152 R,RUF-152 R,3960,1,162,17000,6400,0,0,30,1525,170,45,1.7599,200,0.56,0.19,0.25,0,5,8,1,125.5,other,unit_selection
5055,RUF-172 R,RUF-172 R,3970,1,214,23000,8400,0,0,30,1730,270,45,2.235,200,0.58,0.17,0.25,0,5,8,1,165.9,other,unit_selection
5056,RUF-192 R,RUF-192 R,3980,1,262,28000,10300,0,0,30,1940,270,45,2.84,200,0.58,0.17,0.25,0,5,8,1,205.2,other,unit_selection
5057,RUF-222 R,RUF-222 R,3990,1,334,38000,13200,0,0,30,2190,270,42,3.6465,200,0.6,0.15,0.25,0,5,8,1,271.9,other,unit_selection
5058,RUF-242 R,RUF-242 R,4000,1,398,45000,15700,0,0,30,2450,360,42,4.353,200,0.6,0.15,0.25,0,5,8,1,324.5,other,unit_selection
5059,RUF-244 R,RUF-244 R,4010,1,398,45000,15700,0,0,30,2450,360,42,4.353,400,0.6,0.15,0.25,0,5,9,1,339.2,other,unit_selection
5060,DR-31 T10,DR-31 T10,4020,2,1.9,310,110,0,0.5,24,300,62,12,0.0639,100,0.51,0.12,0.25,0.12,5,14,2,1.6,other,unit_selection
5061,CS-5,CS-5,4030,3,0.65,65,30,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.3,other,unit_selection
5062,CS-5L,CS-5L,4040,3,0.85,90,50,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.4,other,unit_selection
5063,DC-5,DC-5,4050,3,0.85,120,40,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.5,other,unit_selection
5064,DC-10,DC-10,4060,3,1.1,190,60,0,0,36,180,42,39,0.0183,50,0.63,0,0.37,0,5,10,2,0.5,other,unit_selection
5065,DC-20,DC-20,4070,3,1.7,310,60,0,0,28,250,62,30,0.0386,50,0.66,0,0.34,0,5,10,2,1.1,other,unit_selection
5066,DC-30 T10,DC-30 T10,4080,3,1.8,400,90,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.2,other,unit_selection
5067,DC-30 T16,DC-30 T16,4090,3,2.8,400,70,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.8,other,unit_selection
5068,DC-31 T10,DC-31 T10,4100,3,2.1,300,120,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,1.6,other,unit_selection
5069,DC-31 T16,DC-31 T16,4110,3,2.9,490,110,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,2.3,other,unit_selection
5070,DC-50 R,DC-50 R,4120,3,5,550,150,0,0,25,450,62,45,0.1449,50,0.58,0,0.42,0,10,10,2,3,other,unit_selection
5071,CZ-82 ,CZ-82 ,4130,3,30,3200,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,22.6,other,unit_selection
5072,CZ-102 ,CZ-102 ,4140,3,50,5200,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,37.1,other,unit_selection
5073,CZ-102L,CZ-102L,4150,3,74,7200,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,47.6,other,unit_selection
5074,CZ-104,CZ-104,4160,3,95,8000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,63.5,other,unit_selection
5075,CZ-82 ICE,CZ-82 ICE,4170,3,30,6000,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,22,1,26,other,unit_selection
5076,CZ-102 ICE,CZ-102 ICE,4180,3,50,12000,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,44.6,other,unit_selection
5077,CZ-102L ICE,CZ-102L ICE,4190,3,74,12000,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,55.6,other,unit_selection
5078,CZ-104 ICE,CZ-104 ICE,4200,3,95,10000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,23,1,70.1,other,unit_selection
5079,CZ-82HW 6/4,CZ-82HW 6/4,4210,3,30,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,10,12,1,19.3,other,unit_selection
5080,CZ-102HW 6/4,CZ-102HW 6/4,4220,3,56,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,10,12,1,36.7,other,unit_selection
5081,CZ-82HWR 6/4,CZ-82HWR 6/4,4230,3,60,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,5,12,1,25.4,other,unit_selection
5082,CZ-102HWR 6/4,CZ-102HWR 6/4,4240,3,116,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,5,12,1,50.2,other,unit_selection
5083,CF-081 ,CF-081 ,4250,3,29,2100,800,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,15.6,other,unit_selection
5084,CF-101,CF-101,4260,3,48,3300,1300,0,0,12,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,25.1,other,unit_selection
5085,CF-102,CF-102,4270,3,92,6500,2500,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,46.8,other,unit_selection
5086,CF-122,CF-122,4280,3,147,10600,4000,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,76.2,other,unit_selection
5087,CF-152,CF-152,4290,3,231,16800,6300,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,120,other,unit_selection
5088,CF-172,CF-172,4300,3,293,20500,8000,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,148.9,other,unit_selection
5089,CF-192,CF-192,4310,3,367,22750,10000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,177.3,other,unit_selection
5090,CF-222,CF-222,4320,3,477,34000,13000,0,0,12,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,248.62,other,unit_selection
5091,CF-242,CF-242,4330,3,557,41000,15200,0,0,12,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,295.94,other,unit_selection
5092,CF-081 6/4,CF-081 6/4,4340,3,16,2100,800,0,0,12,770,144,45,0.4271,100,0.6,0,0.4,0,10,11,2,11.72,other,unit_selection
5093,CF-101 6/4,CF-101 6/4,4350,3,26,3300,1300,0,0,12,965,144,45,0.6851,100,0.58,0,0.42,0,10,11,2,18.97,other,unit_selection
5094,CF-102 6/4,CF-102 6/4,4360,3,50,6500,4200,0,0,12,965,144,45,0.6851,200,0.58,0,0.42,0,10,12,1,28.63,other,unit_selection
5095,CF-122 6/4,CF-122 6/4,4370,3,80,10600,4000,0,0,12,1220,168,45,1.1102,200,0.58,0,0.42,0,10,12,1,56.71,other,unit_selection
5096,CF-152 6/4,CF-152 6/4,4380,3,126,16800,6300,0,0,12,1525,170,45,1.7599,200,0.56,0,0.44,0,10,12,1,89.56,other,unit_selection
5097,CF-172 6/4,CF-172 6/4,4390,3,160,20500,8000,0,0,12,1730,270,45,2.235,200,0.59,0,0.41,0,10,12,1,111.5,other,unit_selection
5098,CF-192 6/4,CF-192 6/4,4400,3,200,22750,10000,0,0,12,1940,270,45,2.84,200,0.58,0,0.42,0,10,12,1,133.13,other,unit_selection
5099,CF-222 6/4,CF-222 6/4,4410,3,260,34000,13000,0,0,12,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,183.52,other,unit_selection
5100,CF-242 6/4,CF-242 6/4,4420,3,304,41000,15200,0,0,12,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,217.18,other,unit_selection
5101,RU-060 ,RU-060 ,4430,3,10,800,250,0,0,42,550,62,45,0.2176,50,0.76,0,0.24,0,5,10,2,4.91,other,unit_selection
5102,RU-061,RU-061,4440,3,18,1400,440,0,0,42,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,9.64,other,unit_selection
5103,RU-062,RU-062,4450,3,32,2400,750,0,0,42,550,144,45,0.2176,200,0.76,0,0.24,0,5,12,1,16.78,other,unit_selection
5104,RU-081 ,RU-081 ,4460,3,29,2100,800,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,15.6,other,unit_selection
5105,RU-082,RU-082,4470,3,66,4700,1600,0,0,46,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,33.38,other,unit_selection
5106,RU-101,RU-101,4480,3,66,4700,1600,0,0,37,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,33.68,other,unit_selection
5107,RU-102,RU-102,4490,3,102,7400,2500,0,0,37,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,53.76,other,unit_selection
5108,RU-104,RU-104,4500,3,102,7400,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,61.89,other,unit_selection
5109,RUF-122,RUF-122,4510,3,158,13000,3900,0,0,39,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,88.9,other,unit_selection
5110,RUF-152,RUF-152,4520,3,260,20000,6400,0,0,30,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,143.2,other,unit_selection
5111,RUF-172,RUF-172,4530,3,340,24000,8400,0,0,30,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,177.64,other,unit_selection
5112,RUF-192,RUF-192,4540,3,418,31000,10300,0,0,30,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,224.95,other,unit_selection
5113,RUF-222,RUF-222,4550,3,534,40000,13200,0,0,30,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,292.39,other,unit_selection
5114,RUF-242,RUF-242,4560,3,636,48000,15700,0,0,30,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,349.22,other,unit_selection
5115,RUF-244,RUF-244,4570,3,636,48000,15700,0,0,30,2450,360,42,4.353,400,0.75,0,0.25,0,5,13,1,357.51,other,unit_selection
5116,RU-060 6/4,RU-060 6/4,4580,3,9,600,450,0,0,42,550,62,45,0.2212,50,0.57,0,0.43,0,10,10,2,3.43,other,unit_selection
5117,RU-061 6/4,RU-061 6/4,4590,3,16,1100,790,0,0,42,550,62,45,0.2212,100,0.57,0,0.43,0,10,11,2,6.76,other,unit_selection
5118,RU-062 6/4,RU-062 6/4,4600,3,26,2000,1200,0,0,42,550,144,45,0.2176,200,0.62,0,0.38,0,10,12,1,12.31,other,unit_selection
5119,RU-081 6/4,RU-081 6/4,4610,3,16,2100,800,0,0,12,770,144,45,0.4271,100,0.6,0,0.4,0,10,11,2,11.72,other,unit_selection
5120,RU-082 6/4,RU-082 6/4,4620,3,54,3700,2600,0,0,46,770,144,45,0.4318,200,0.59,0,0.41,0,10,12,1,22.75,other,unit_selection
5121,RU-101 6/4,RU-101 6/4,4630,3,54,3700,2600,0,0,37,965,144,45,0.693,100,0.57,0,0.43,0,10,11,2,23.35,other,unit_selection
5122,RU-102 6/4,RU-102 6/4,4640,3,88,5700,4300,0,0,37,965,144,45,0.693,200,0.57,0,0.43,0,10,12,1,36.39,other,unit_selection
5123,RU-104 6/4,RU-104 6/4,4650,3,95,8000,4300,0,0,12,965,144,45,0.693,400,0.57,0,0.43,0,10,13,1,53.43,other,unit_selection
5124,RUF-122 6/4,RUF-122 6/4,4660,3,142,10000,7000,0,0,39,1220,168,45,1.1182,200,0.57,0,0.43,0,10,12,1,62.02,other,unit_selection
5125,RUF-152 6/4,RUF-152 6/4,4670,3,230,15000,11300,0,0,30,1525,170,45,1.7702,200,0.56,0,0.44,0,10,12,1,96.73,other,unit_selection
5126,RUF-172 6/4,RUF-172 6/4,4680,3,276,19000,13600,0,0,30,1730,270,45,2.246,200,0.58,0,0.42,0,10,12,1,123.27,other,unit_selection
5127,RUF-192 6/4,RUF-192 6/4,4690,3,350,24000,17300,0,0,30,1940,270,45,2.852,200,0.58,0,0.42,0,10,12,1,153.77,other,unit_selection
5128,RUF-222 6/4,RUF-222 6/4,4700,3,428,32000,21100,0,0,30,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,203.66,other,unit_selection
5129,RUF-242 6/4,RUF-242 6/4,4710,3,508,38000,25100,0,0,30,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,239.22,other,unit_selection
5130,RUF-244 6/4,RUF-244 6/4,4720,3,508,38000,25100,0,0,30,2450,360,42,4.353,400,0.6,0,0.4,0,10,13,1,248.54,other,unit_selection
6000,DR-010 B,DR-010 B,4730,1,0.69,190,40,0,0,36,180,42,39,0.0183,50,0.63,0.13,0.24,0,5,6,2,0.4,asia,unit_selection
6001,DR-20B,DR-20B,4740,1,1,330,60,0,0,28,250,62,30,0.0386,50,0.61,0.14,0.25,0,5,6,2,0.8,asia,unit_selection
6002,DR-30D,DR-30D,4750,1,1.35,360,75,0,0,23,300,62,30,0.0593,50,0.61,0.14,0.25,0,5,6,2,1.1,asia,unit_selection
6003,DR-40-T10,DR-40-T10,4760,1,1.9,600,120,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,1.7,asia,unit_selection
6004,DR-40-T16,DR-40-T16,4770,1,3,550,150,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.2,asia,unit_selection
6005,DR-50 R,DR-50 R,4780,1,4,600,180,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.6,asia,unit_selection
6006,RLA-60R,RLA-60R,4790,1,5.4,850,180,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,4.3,asia,unit_selection
6007,RLA-60LR,RLA-60LR,4800,1,7.5,1000,250,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,5.2,asia,unit_selection
6008,RA-051 R,RA-051 R,4810,1,9,1250,430,0.4,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,7.7,asia,unit_selection
6009,RA-061 R,RA-061 R,4820,1,13.5,1450,580,0.4,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,9.7,asia,unit_selection
6010,RL-61R,RL-61R,4830,1,9,1300,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,6,7,2,8.2,asia,unit_selection
6011,RL-61 Ice,RL-61 Ice,4840,1,9,1600,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,3,20,2,8.9,asia,unit_selection
6012,RL-61L,RL-61L,4850,1,13.5,1800,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,0,7,2,11.6,asia,unit_selection
6013,RL-61L Ice,RL-61L Ice,4860,1,13.5,2100,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,1,20,2,12,asia,unit_selection
6014,RLA-71,RLA-71,4870,1,17,2500,650,0.7,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,5,7,2,13.5,asia,unit_selection
6015,RLA-71 Ice,RLA-71 Ice,4880,1,17,3000,650,0.55,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,3,20,2,15.2,asia,unit_selection
6016,RLA-71L,RLA-71L,4890,1,24,3200,900,0.6,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,8,7,2,17.4,asia,unit_selection
6017,RLZ-81,RLZ-81,4900,1,24,2900,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.3,asia,unit_selection
6018,RLZ-82,RLZ-82,4910,1,30,3500,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,8,1,25.1,asia,unit_selection
6019,RLZ-101,RLZ-101,4920,1,40,4600,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,31.4,asia,unit_selection
6020,RLZ-102,RLZ-102,4930,1,63,7000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,49.7,asia,unit_selection
6021,RLZ-102L,RLZ-102L,4940,1,70,9000,2400,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,56.2,asia,unit_selection
6022,RLZ-104,RLZ-104,4950,1,80,10500,2500,0.75,0,12,965,144,45,0.6851,400,0.7,0.05,0.25,0,5,9,1,69,asia,unit_selection
6023,RLZ-81 Ice,RLZ-81 Ice,4960,1,24,4500,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,20,2,21.7,asia,unit_selection
6024,RLZ-82 Ice,RLZ-82 Ice,4970,1,30,6000,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,21,1,29.3,asia,unit_selection
6025,RLZ-101 Ice,RLZ-101 Ice,4980,1,40,9000,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,20,2,36.7,asia,unit_selection
6026,RLZ-102 Ice,RLZ-102 Ice,4990,1,63,12000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,21,1,58.2,asia,unit_selection
6027,RLZ-102L Ice,RLZ-102L Ice,5000,1,70,12000,2400,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,21,1,61.2,asia,unit_selection
6028,RLFA-081 ,RLFA-081 ,5010,1,24,3200,950,0.7,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.5,asia,unit_selection
6029,RLFA-101,RLFA-101,5020,1,42,7000,1750,0.7,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,34.8,asia,unit_selection
6030,RLFA-102,RLFA-102,5030,1,66,8500,2750,0.7,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,52.6,asia,unit_selection
6031,RLFA-122,RLFA-122,5040,1,112,15600,4700,0.7,0,25,1220,168,45,1.1102,200,0.7,0.05,0.25,0,5,8,1,90.4,asia,unit_selection
6032,RLFA-152,RLFA-152,5050,1,158,16800,6300,0.7,0,25,1525,170,45,1.7599,200,0.7,0.05,0.25,0,5,8,1,120.4,asia,unit_selection
6033,RLFA-172,RLFA-172,5060,1,200,20500,8000,0.7,0,25,1730,270,45,2.235,200,0.7,0.05,0.25,0,5,8,1,148.8,asia,unit_selection
6034,RLFA-192,RLFA-192,5070,1,250,22750,10000,0.7,0,25,1940,270,45,2.84,200,0.7,0.05,0.25,0,5,8,1,177.4,asia,unit_selection
6035,RLFA-222,RLFA-222,5080,1,325,34000,13000,0.7,0,25,2190,270,42,3.6465,200,0.7,0.05,0.25,0,5,8,1,245.7,asia,unit_selection
6036,RLFA-242,RLFA-242,5090,1,380,41000,15200,0.7,0,25,2450,360,42,4.353,200,0.7,0.05,0.25,0,5,8,1,291.9,asia,unit_selection
6037,RFA-081,RFA-081,5100,1,24,3200,950,0.3,0,46,770,144,45,0.4271,100,0.6,0.15,0.25,0,5,7,2,19.8,asia,unit_selection
6038,RFA-101,RFA-101,5110,1,42,7000,1750,0.3,0,49,965,144,45,0.6851,100,0.58,0.17,0.25,0,5,7,2,35.5,asia,unit_selection
6039,RFA-102,RFA-102,5120,1,66,8500,2750,0.3,0,37,965,144,45,0.6851,200,0.58,0.17,0.25,0,5,8,1,54.7,asia,unit_selection
6040,RFA-122,RFA-122,5130,1,112,15600,4700,0.3,0,39,1220,168,45,1.1102,200,0.58,0.18,0.24,0,5,8,1,93.1,asia,unit_selection
6041,RFA-152,RFA-152,5140,1,158,16800,6300,0.3,0,30,1525,170,45,1.7599,200,0.56,0.19,0.25,0,5,8,1,123,asia,unit_selection
6042,RFA-172,RFA-172,5150,1,200,20500,8000,0.3,0,30,1730,270,45,2.235,200,0.58,0.17,0.25,0,5,8,1,154,asia,unit_selection
6043,RFA-192,RFA-192,5160,1,250,22750,10000,0.3,0,30,1940,270,45,2.84,200,0.58,0.17,0.25,0,5,8,1,180.5,asia,unit_selection
6044,RFA-222,RFA-222,5170,1,325,34000,13000,0.3,0,30,2190,270,42,3.6465,200,0.6,0.15,0.25,0,5,8,1,254.2,asia,unit_selection
6045,RFA-242,RFA-242,5180,1,380,41000,15200,0.3,0,30,2450,360,42,4.353,200,0.6,0.15,0.25,0,5,8,1,306.3,asia,unit_selection
6046,RFA-244,RFA-244,5190,1,380,41000,15200,0.3,0,30,2450,360,42,4.353,400,0.6,0.15,0.25,0,5,9,1,317.6,asia,unit_selection
6047,RUA-060 R,RUA-060 R,5200,1,8,700,250,0,0,42,550,62,45,0.2176,50,0.58,0.18,0.24,0,5,6,2,4.5,asia,unit_selection
6048,RUA-061 R,RUA-061 R,5210,1,12,1300,440,0,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,9.4,asia,unit_selection
6049,RUA-062 R,RUA-062 R,5220,1,20,2300,750,0,0,42,550,144,45,0.2145,200,0.63,0.13,0.24,0,5,8,1,16.6,asia,unit_selection
6050,RUA-081 R,RUA-081 R,5230,1,22,2200,950,0,0,46,770,144,45,0.4271,100,0.6,0.15,0.25,0,5,7,2,16.4,asia,unit_selection
6051,RUA-082 R,RUA-082 R,5240,1,42,4400,1800,0,0,46,770,144,45,0.4271,200,0.6,0.15,0.25,0,5,8,1,32.4,asia,unit_selection
6052,RUA-101 R,RUA-101 R,5250,1,42,4400,1600,0,0,37,965,144,45,0.6851,100,0.58,0.17,0.25,0,5,7,2,31.3,asia,unit_selection
6053,RUA-102 R,RUA-102 R,5260,1,64,6800,2500,0,0,37,965,144,45,0.6851,200,0.58,0.17,0.25,0,5,8,1,50.8,asia,unit_selection
6054,RUA-104 R,RUA-104 R,5270,1,64,9000,2500,0,0,20,965,144,45,0.6851,400,0.58,0.17,0.25,0,5,9,1,60.5,asia,unit_selection
6055,RUFA-122 R,RUFA-122 R,5280,1,100,11000,3900,0,0,39,1220,168,45,1.1102,200,0.58,0.18,0.24,0,5,8,1,80.8,asia,unit_selection
6056,RUFA-152 R,RUFA-152 R,5290,1,162,17000,6400,0,0,30,1525,170,45,1.7599,200,0.56,0.19,0.25,0,5,8,1,125.5,asia,unit_selection
6057,RUFA-172 R,RUFA-172 R,5300,1,214,23000,8400,0,0,30,1730,270,45,2.235,200,0.58,0.17,0.25,0,5,8,1,165.9,asia,unit_selection
6058,RUFA-192 R,RUFA-192 R,5310,1,262,28000,10300,0,0,30,1940,270,45,2.84,200,0.58,0.17,0.25,0,5,8,1,205.2,asia,unit_selection
6059,RUFA-222 R,RUFA-222 R,5320,1,334,38000,13200,0,0,30,2190,270,42,3.6465,200,0.6,0.15,0.25,0,5,8,1,271.9,asia,unit_selection
6060,RUFA-242 R,RUFA-242 R,5330,1,398,45000,15700,0,0,30,2450,360,42,4.353,200,0.6,0.15,0.25,0,5,8,1,324.5,asia,unit_selection
6061,RUFA-244 R,RUFA-244 R,5340,1,398,45000,15700,0,0,30,2450,360,42,4.353,400,0.6,0.15,0.25,0,5,9,1,339.2,asia,unit_selection
6062,DR-31 T10,DR-31 T10,5350,2,1.9,310,110,0,0.5,24,300,62,12,0.0639,100,0.51,0.12,0.25,0.12,5,14,2,1.6,asia,unit_selection
6063,CS-5,CS-5,5360,3,0.65,65,30,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.3,asia,unit_selection
6064,CS-5L,CS-5L,5370,3,0.85,90,50,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.4,asia,unit_selection
6065,DC-5,DC-5,5380,3,0.85,120,40,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.5,asia,unit_selection
6066,DCA-10,DCA-10,5390,3,1.1,190,60,0,0,36,180,42,39,0.0183,50,0.63,0,0.37,0,5,10,2,0.5,asia,unit_selection
6067,DC-20,DC-20,5400,3,1.7,310,60,0,0,28,250,62,30,0.0386,50,0.66,0,0.34,0,5,10,2,1.1,asia,unit_selection
6068,DC-30 T10,DC-30 T10,5410,3,1.8,400,90,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.2,asia,unit_selection
6069,DC-30 T16,DC-30 T16,5420,3,2.8,400,70,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.8,asia,unit_selection
